User_ID, Is_Response
id82691, happy
id82692, happy
On a postive note, happy
id82698, happy
id82699, happy
id82700, happy
I'd highly recommend this hotel to anyone. There is a reason all of the reviews on here are superb, happy
id82703, happy
id82705, happy
Overall, happy
id82708, happy
id82709, happy
id82710, happy
id82711, happy
id82712, happy
id82713, happy
O well, happy
id82715, happy
id82716, happy
id82717, happy
id82718, happy
id82720, happy
So the bottom line is that if you are going to be in Austin on business and are considering the Hyatt Place North Central, happy
GROUNDS: are the usual Marriott spectacular. Well groomed, happy
id82729, happy
id82730, happy
Without a really good discount or my Priority Club points, happy
id82736, happy
id82737, happy
id82741, happy
id82742, happy
id82743, happy
id82744, happy
id82745, happy
id82746, happy
id82747, happy
id82749, happy
id82750, happy
id82751, happy
id82753, happy
id82755, happy
id82757, happy
Staff are friendly and helpful, happy
If I need to attend a convention in San Jose, happy
On my friends birthday, happy
id82762, happy
id82763, happy
Highly recommend this hotel to others! Make sure to ask for anything special that you need, happy
id82765, happy
id82766, happy
id82767, happy
id82768, happy
If i am being slightly critical...it is in my nature!.......the room needed some slight attention in terms of appearance, happy
Besides that, happy
id82772, happy
id82773, happy
id82775, happy
id82776, happy
id82777, happy
id82778, happy
They only bad thing was we didn't have a micro-fridge in the room, happy
The room itself, happy
id82781, happy
id82783, happy
id82784, happy
id82785, happy
id82786, happy
id82787, happy
id82788, happy
id82790, happy
id82791, happy
In short, happy
The hotel was at ---% occupancy and the staff was not equiped to handle that type of volume. There were not enough towels for many rooms, happy
There are lots of hotels in Downtown Detroit, happy
id82800, happy
id82801, happy
id82802, happy
id82804, happy
id82805, happy
I personally will never book with travelocity, happy
But I would recommend this hotel definitely and the security was very present so if you are travelling with kids, happy
So, happy
id82809, happy
id82811, happy
The kitchen in our room allowed us to cook some meals. Great grassy grounds at the hotel, happy
Something we have learnt over the years is that the easier the check-in, happy
On one of the upper floors was an outside gym, happy
All in all, happy
id82815, happy
id82816, happy
id82817, happy
id82818, happy
Beds were comfortable, happy
id82823, happy
We had a light breakfast in The Coffee Bar on Sunday prior to check out, happy
Overall, happy
id82825, happy
id82827, happy
All in all, happy
id82829, happy
id82830, happy
I'm sure these were not most of the rooms format, happy
id82832, happy
id82834, happy
id82835, happy
id82837, happy
id82838, happy
id82839, happy
id82840, happy
id82841, happy
My room was located on the --th floor facing E. --th so and could hear the traffic at night. Bed was comfortable with upgraded linens. Room and bathroom were good size and very clean. Coffee maker and mini bar in room. Staff was very friendly and helpful. Only complaint was the maid turned off the heat while cleaning the room. Temp had dropped during the day so chilly when I arrived back in the room that evening. Lobby had fast internet connection. (available in-room for a charge) Did not eat at the hotel but many nice restaurants close by, happy
id82844, happy
id82845, happy
id82846, happy
id82847, happy
id82848, happy
id82849, happy
id82850, happy
The fitness room was great, happy
id82852, happy
id82854, happy
id82856, happy
id82857, happy
The first night which was a saturday they managed to get us - rooms, happy
The rooms were great, happy
Dyer, happy
id82860, happy
id82862, happy
id82863, happy
The ducks are over rated, happy
id82866, happy
High floor room advised in the main block, happy
id82868, happy
id82871, happy
All in all it was an OK stay. I would not return here and probably would give a very neutral review to friends. Bottom line, happy
id82873, happy
id82875, happy
id82876, happy
Cons: Less close to the touristy piers (but not that far), happy
id82879, happy
id82880, happy
id82881, happy
id82882, happy
id82884, happy
id82885, happy
Overall, happy
id82888, happy
id82889, happy
Breakfast is included; it was decent, happy
id82892, happy
id82893, happy
id82894, happy
id82895, happy
Overall we had an amazing stay at the Disrtikt. We would certainly recommend this hotel to anyone wishing to visit New York. Very clean, happy
id82898, happy
id82899, happy
id82900, happy
id82901, happy
Anyway, happy
We arrived at -.-- am and optimistically asked for an early check-in. The staff were very friendly, happy
As a Marriott Silver Elite level guest, happy
Brilliant location though, happy
id82905, happy
id82907, happy
The hotel lobby is clean, happy
I am not bitter toward Marriott...everyone else did their job correctly and most importantly courteously. I am sure a number of you on here would be wanting blood from Marriott for the mishap..but things sometimes just happen...but I am still a perturbed that Ramon would not take the time to simply say sorry. I think it was quite out of place for a Marriott employee to not call, happy
Otherwise..please stay here...the rooms are above averaged in size...especially by New York standards..Marriott level service was definitely there.. we never lacked for anything, happy
id82909, happy
id82911, happy
id82913, happy
id82914, happy
id82915, happy
id82916, happy
id82917, happy
id82920, happy
Although my room was pretty decent, happy
id82924, happy
id82925, happy
id82926, happy
Overall, happy
id82930, happy
id82932, happy
id82933, happy
id82934, happy
My only complaint is the workout facility. For a pricey hotel that caters to the business traveler, happy
id82936, happy
id82937, happy
id82940, happy
id82941, happy
Finally very much enjoyed our three day Labour Day stay. Hotel in right on Times Square, happy
id82945, happy
id82946, happy
id82948, happy
(Though i did request to change rooms as the original one had an obstructed bay view, happy
id82953, happy
We'll hopefully be here again soon, happy
The room was big enough and very clean. Had no oder, happy
Location: The location in the city is great because you are really close to absolutely anywhere you wanna be in san deigo. (we recommend old town, happy
id82960, happy
id82961, happy
There is a nice bar in the Lobby with a library vibe, happy
id82964, happy
The room itself was fine, happy
I would say for the price it wasn't horrible (I only paid $--.-- per night). Overall, happy
id82967, happy
id82969, happy
id82970, happy
id82971, happy
id82972, happy
id82975, happy
id82976, happy
Beds were decent, happy
id82979, happy
id82980, happy
id82981, happy
My single room was small, happy
A great place to stay, happy
For the most part during our stay, happy
Lobby was busy, happy
We weren't in the room much, happy
id82986, happy
id82988, happy
Totally acceptable for what it is, happy
I gave it - stars because of the hotel and staff based on the price range, happy
id82993, happy
id82995, happy
It was a consensus between all three families that we explore other options in in future trips. When you take into account all the add-ons, happy
id82998, happy
Not enough storage space (stayed in a broadway classic room), happy
id83000, happy
id83003, happy
id83004, happy
id83005, happy
id83007, happy
Overall, happy
id83009, happy
id83010, happy
Another big plus about this hotel is how centrally located it is. My wife and I left our car parked in valet the entire weekend and just walked everywhere. Even after checkout, happy
-Enjoyed the corner suite layout, happy
id83014, happy
id83015, happy
id83016, happy
id83017, happy
id83018, happy
id83020, happy
id83021, happy
id83023, happy
id83024, happy
id83025, happy
We booked from Hotwire, happy
id83027, happy
id83030, happy
id83031, happy
id83032, happy
id83033, happy
id83035, happy
Overall a great, happy
id83039, happy
id83040, happy
id83041, happy
We had a King room facing the River. Very nice and comfortable. The bathroom area is a bit crowded, happy
Our toilet clogged the first morning. When I went to the front desk to tell them, happy
The hotel advertises wireless internet, happy
id83045, happy
id83046, happy
id83047, happy
id83048, happy
id83049, happy
id83050, happy
id83051, happy
id83053, happy
id83054, happy
The only negative about the bathroom was that although very lovely, happy
id83058, happy
id83059, happy
id83060, happy
id83062, happy
id83064, happy
If you keep in mind that it is New Year's Eve and very much a party atmosphere (especially during the parade), happy
id83066, happy
id83068, happy
id83071, happy
id83072, happy
id83073, happy
The continental breakfast was ready for us at -am, happy
The staff were extremely friendly, happy
We loved it and would definitely recommend it for other travelers, happy
id83076, happy
id83077, happy
id83078, happy
id83080, happy
id83082, happy
id83084, happy
id83086, happy
id83087, happy
id83088, happy
id83089, happy
id83090, happy
id83091, happy
id83093, happy
id83096, happy
id83100, happy
id83102, happy
id83104, happy
id83105, happy
id83106, happy
id83107, happy
I'm sure there are many great places to stay in the city but there is something fantastic about knowing that where you will stay will be fine and comfortable, happy
id83110, happy
id83111, happy
id83113, happy
id83114, happy
id83115, happy
id83116, happy
id83118, happy
id83119, happy
id83120, happy
id83121, happy
i could go on & on, happy
id83123, happy
I used the shared bathrooms on the main floor (before we checked in) and my only complaint is that there is no soap or hand towels in the shared bathrooms for washing one's hands. While they provide this in the room, happy
id83125, happy
id83126, happy
I felt secure and comfortable. The rooms are quaint, happy
id83131, happy
The rooms were a good size and very clean. Good size bathroom and lots of towels had a flat screen TV which was a nice feature. Nice view from the --th floor. The only drawback was the bed. While it has lots of pillows, happy
id83135, happy
id83136, happy
id83137, happy
id83138, happy
id83139, happy
id83141, happy
id83142, happy
id83144, happy
id83145, happy
id83146, happy
id83147, happy
id83148, happy
id83149, happy
I didn't feel the price and size of the room was a good value, happy
Upon entering the room where I stayed an old and musty smell was present and the smell persisted throughout my stay. However, happy
I found the front desk staff to be helpful when I inquired about basic information regarding transportation, happy
While I am certainly pleased to have experienced a stay at the historic Horton Grand Hotel, happy
The string on the closet light is way too long and right in your face and shoulders when trying to get your clothes. A hotel of this type should have a wall switch, happy
When I attempted to use the Zip-Out checkout on the phone, happy
The deal breaker for me was the wifi. The hotel only has - floors...how could I only have - bar on wifi, happy
There was apparently only one luggage cart, happy
The TV remote had lots its battery cover, happy
Just know going in that you are not staying at a national chain with amenities and normal upkeep, happy
id83156, happy
id83157, happy
id83158, happy
We had an eight floor room, happy
The room had a fairly roomy closet with a safe. Other features of the room included a ironing board, happy
In addition to the eateries in Union Station and The Dubliner, happy
We thoroughly enjoyed our stay at the Phoenix Park Hotel, happy
id83162, happy
id83163, happy
id83164, happy
The decor is tired, happy
id83167, happy
id83169, happy
id83170, happy
id83171, happy
id83172, happy
id83173, happy
id83174, happy
id83175, happy
Our room was in the connected historical building which made it a little inconvenient to walk to-from the front entrance (up an elevator, happy
Overall decent value - I may go back, happy
id83177, happy
id83178, happy
id83179, happy
id83180, happy
id83181, happy
id83182, happy
id83183, happy
It's a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""suite"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" which is a code word for a gigantic room with very little furniture in it. There's a bed and a couch and chairs, happy
id83185, happy
id83186, happy
id83187, happy
As we go to NYC twice a year or so, happy
After the show I wanted to go to the Shake Shack at --th and -th, happy
The rooms were spacious, happy
Furthermore, happy
id83192, happy
Some bad things... the location isn't the greatest. Definitely not downtown Phoenix. The hotel is a -- minute walk plus -- minute light rail ride to the downtown area. Also, happy
id83195, happy
id83196, happy
id83197, happy
id83198, happy
id83199, happy
id83200, happy
id83202, happy
id83203, happy
id83206, happy
id83207, happy
You can do better for this type of money in Chicago, happy
id83210, happy
id83211, happy
id83212, happy
id83213, happy
When we entered room ----, happy
id83216, happy
id83217, happy
id83218, happy
Without this, happy
This is a great ** (- star), happy
id83222, happy
Hotel is a little out of the way, happy
id83225, happy
With the hotel perched upon the hill, happy
It was all as expected, happy
id83228, happy
id83229, happy
id83230, happy
I think I would have paid a bit more to see this lovely old building get the treatment it deserves. The ghosts of those who frequented these rooms when the hotel was grand must be sighing in despair. If they appear this Halloween, happy
id83233, happy
id83234, happy
id83235, happy
id83236, happy
id83238, happy
If you can get a good rate at this porperty, happy
id83241, happy
id83243, happy
Upside: heated pool is nice and clean, happy
id83245, happy
id83247, happy
id83248, happy
id83250, happy
id83251, happy
id83252, happy
id83253, happy
id83254, happy
id83255, happy
id83257, happy
id83258, happy
id83259, happy
The staff are fantastic and incredibly helpful, happy
Actually, happy
id83263, happy
id83264, happy
id83265, happy
id83267, happy
Also took one of the boston duck tours, happy
id83270, happy
id83271, happy
id83272, happy
id83275, happy
It feels like going home, happy
id83277, happy
id83278, happy
Other than the housekeeping aspect I found this hotel to meet my expectations and needs based on price and location. If you have more than two people I would seek other accommodations, happy
id83280, happy
id83281, happy
The Handlery has a great location, happy
Free hotel shuttle. (they took us to --th street mall, happy
With the Sunset Package, happy
Receptionist told me same thing I over heard -- the hotel was over booked & they didn't have my reservation. The online company I used to make the reservation called the hotel to talk with me to inform me of the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""bad"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" news & upgraded me to a different much nicer, happy
id83290, happy
id83291, happy
id83293, happy
id83295, happy
The hotel is very historical and in a great location, happy
id83297, happy
Sorry, happy
I am not a fan of hotel restaurants, happy
if i am in phoenix next time, happy
id83301, happy
Got a room on the concierge floor (--th), happy
I'll be staying here again if I get a good rate. If you want to be in the middle of the action, happy
id83303, happy
id83304, happy
The breakfast Buffet has good sausages and eggs. Also has cereal, happy
id83308, happy
The doormen weren't efficient and welcoming, happy
id83313, happy
id83314, happy
id83316, happy
My favorite hotel rooms in Boston are the harbor view rooms at the Boston Harbor Hotel (at Rowes Wharf). Those rooms are plush, happy
Before leaving our room for the day, happy
id83321, happy
Later on that afternoon, happy
On the second day of my stay, happy
id83323, happy
id83325, happy
id83327, happy
id83328, happy
The morning breakfast was very plentiful and varied. It was kept well stocked with fresh fruit, happy
As others have noted, happy
id83331, happy
id83332, happy
id83333, happy
id83334, happy
id83336, happy
Third, happy
Because I haven't quite kicked the habit yet, happy
The closet space is period-correct, happy
id83338, happy
id83340, happy
id83342, happy
id83343, happy
id83344, happy
id83346, happy
id83348, happy
id83350, happy
id83351, happy
id83352, happy
The bar is loud and very """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""happening"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". Don't expect a lot of big hotel amenities --- the gym is small, happy
Parking is really tough in the area. The hotel charges $-- + tax, happy
id83355, happy
id83356, happy
id83357, happy
id83358, happy
id83359, happy
id83360, happy
id83361, happy
id83362, happy
id83363, happy
id83364, happy
id83365, happy
Lastly, happy
The newest rebirth of this hotel is once again, happy
id83370, happy
id83371, happy
id83372, happy
id83373, happy
id83375, happy
id83376, happy
We had an issue with our coffee machine - it was a single cup type which needed a cartridge...not a sachet. Rang front desk and told them the sachets don't fit into the machine - and front desk staff said """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""oh, happy
id83378, happy
id83380, happy
id83381, happy
id83383, happy
id83385, happy
id83386, happy
id83387, happy
id83388, happy
id83389, happy
id83390, happy
Ordered room service for snacks and hotel was willing to add menu items from the independent restaurant on site. As a gesture for our anniversary, happy
id83393, happy
id83395, happy
As Drury Key members, happy
As with most downtown hotels, happy
id83397, happy
id83398, happy
id83399, happy
id83400, happy
id83401, happy
id83403, happy
id83404, happy
I had to pay $-- a night to park my car in their personal parking lot. Be warned about that. However, happy
No free breakfast, happy
id83408, happy
id83409, happy
id83410, happy
id83412, happy
id83414, happy
id83415, happy
id83416, happy
id83418, happy
id83419, happy
id83420, happy
The rooftop jacuzzi and pool was nice, happy
id83422, happy
id83423, happy
id83424, happy
id83425, happy
id83426, happy
id83428, happy
If central location is what you are seeking, happy
id83432, happy
id83433, happy
id83434, happy
I was pleasantly surprised by the hotel bar--Given how crowded the Riverwalk was, happy
id83436, happy
id83437, happy
id83440, happy
id83442, happy
id83443, happy
id83444, happy
Great restaurant across the street, happy
id83447, happy
id83448, happy
id83450, happy
id83452, happy
Helsinki, happy
id83456, happy
id83457, happy
id83459, happy
Let's not forget the false fire alarm, happy
id83462, happy
id83464, happy
id83466, happy
id83467, happy
id83468, happy
id83469, happy
id83470, happy
id83471, happy
id83473, happy
Overall, happy
That said the room was clean, happy
id83480, happy
On the positive side, happy
id83485, happy
id83487, happy
id83488, happy
id83489, happy
id83490, happy
id83491, happy
The hotel lounge has a nice Happy Hour daily, happy
Nania...... you enter into a modern looking, happy
The suite has a tremendous woaw factor, happy
Regarding the location everything has already been said. You have direct access to the shops at Columbus Circle (with Whole Foods Market at the basement where you can have lunch-dinner at a fair price until --pm). Many subway lines stop at Columbus. AMC Loews Cinema with IMAX is -- minutes away (by walking), happy
id83496, happy
id83497, happy
id83498, happy
id83501, happy
Upon check out, happy
id83505, happy
id83506, happy
id83507, happy
id83508, happy
It had been our plan to eat out whilst in Boston but for various reasons ended up in the hotel restaurant. Here we found the food to be imaginative, happy
id83511, happy
id83512, happy
Online, happy
What else....the inside of the toilet was clean, happy
My son and I popped over to Burger King, happy
In the morning, happy
Ahhh, happy
id83516, happy
id83518, happy
id83521, happy
id83522, happy
id83523, happy
id83524, happy
id83525, happy
id83526, happy
id83527, happy
id83528, happy
id83529, happy
id83530, happy
id83531, happy
id83532, happy
id83533, happy
id83536, happy
id83538, happy
The past two nights, happy
id83541, happy
id83542, happy
Generously giving the hotel - out of - as the staff were pleasant and helpful, happy
id83544, happy
id83546, happy
Arrival experience was bad: nobody helping with luggage and reception area crowded with people. There was a long line at the desk, happy
id83548, happy
Room service was at New York Ritz Carlton prices (and thus avoided), happy
The only downside is the location - taxi to Downtown was c $-- each way - too expensive, happy
Overall, happy
id83553, happy
id83554, happy
id83555, happy
id83556, happy
id83557, happy
id83558, happy
I am not sure if we got a bad room due to the good package rate or what, happy
The hotel's location was fantastic. This was my third trip to Chicago and this was easily the best place to stay. The Westin is next door from the Hancock Building, happy
id83561, happy
id83562, happy
The rooms are spotless and the bed particularly comfortable. The bathroom is small, happy
id83565, happy
id83566, happy
However, happy
FREE BREAKFAST: We’re happy with fresh fruit and yogurt and those were provided here, happy
id83569, happy
id83570, happy
id83571, happy
id83572, happy
If you wish to visit these areas of SF I would warmly suggest this area. If you wish to see the more lively, happy
id83574, happy
id83575, happy
But once you get inside the hotel, happy
Overall, happy
Lobby: The main revolving door was out of service, happy
Overall: This is an average-quality hotel. You get what you pay for. If you just need a clean room in a decent location at a decent price, happy
id83579, happy
id83582, happy
From the friendly greeting in the lobby from the staff member who remembered me, happy
The rooms themselves are big and modern (I had an incredible suite on the most recent stay, happy
My room was small but perfectly proportioned. Bedding was of very good quality, happy
id83587, happy
id83588, happy
id83589, happy
id83591, happy
id83592, happy
id83593, happy
Another thing: the rooms don't have a mini fridge, happy
The room is beautifully appointed with fresh, happy
Upon check out, happy
Ms. Jennifer Rota, happy
L.V. Hoffman, happy
We did check in and walk up to see the room. Considering the age of the hotel, happy
id83599, happy
id83601, happy
I think this will be one of my new go to hotels in the DC area! Location is awesome, happy
id83603, happy
id83604, happy
id83606, happy
Would stay again, happy
id83608, happy
id83609, happy
id83610, happy
id83612, happy
id83613, happy
We were given a $-- voucher for breakfast at the Emerald Grill restaurant next door, happy
id83615, happy
BUT WOW. It was fantastic value, happy
Excellent base to travel from, happy
id83617, happy
id83618, happy
id83620, happy
id83621, happy
id83622, happy
id83623, happy
id83624, happy
id83625, happy
id83627, happy
Overall, happy
We found that this Club Quarters, happy
The hotel is very well located. It is like - block of - subways stations that you could acess almost all the subway line (green, happy
As I wrote before, happy
id83631, happy
id83632, happy
id83633, happy
id83634, happy
id83635, happy
id83637, happy
id83639, happy
id83640, happy
id83642, happy
id83643, happy
id83645, happy
For an overnight in the City, happy
Oh yes, happy
id83648, happy
id83649, happy
id83650, happy
My sister spent similar cash at the Tribeca Grand this fall and her experience was much, happy
id83652, happy
id83653, happy
id83654, happy
id83655, happy
id83656, happy
id83657, happy
id83658, happy
id83659, happy
id83661, happy
By far the Plaza was outstanding for service, happy
My advice - if you want a NYC experience for a few days with the wow factor, happy
id83663, happy
id83664, happy
id83666, happy
id83667, happy
The care that everyone took to help me will never be forgotten. If only the Onyx was large enough to host our ---+ wedding! I will be forever in their debt because I truly felt supported and taken care of. Any time I am in Boston, happy
id83670, happy
id83671, happy
One main detterant to revisiting this hotel was the smell. When we were moved to the third floor when you open the door to the main corridor there is an unmistakable smell of urine, happy
id83673, happy
I arrived at the Int. Airport, happy
Also a very relaxing """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Kimono"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" is available in the room and large size locksafe. Tea and coffee as well as WiFi were also complementary. I am really difficult for sleeping, happy
Sorry if I forgot any detail, happy
id83676, happy
id83679, happy
id83681, happy
id83682, happy
id83683, happy
id83684, happy
id83685, happy
id83686, happy
id83687, happy
id83688, happy
id83691, happy
Make sure you get a new york pass, happy
id83695, happy
id83697, happy
id83699, happy
id83700, happy
id83701, happy
The lobby has complementary coffee, happy
When I was there, happy
All in all - a nice, happy
id83705, happy
id83706, happy
id83707, happy
id83708, happy
id83709, happy
id83710, happy
id83711, happy
id83712, happy
id83713, happy
id83716, happy
id83717, happy
id83721, happy
id83722, happy
nice hotel, happy
I do want to be fair and mention that the hotel itself is really nice and the front desk, happy
id83726, happy
id83728, happy
id83730, happy
id83731, happy
At - pm, happy
id83734, happy
id83735, happy
id83736, happy
id83738, happy
id83739, happy
id83740, happy
id83741, happy
The room is massive, happy
id83743, happy
id83745, happy
id83750, happy
We arrived at -:-- on a friday night and changed quickly and ran to the water park (the only reason I'd ever stay here). There are two giant, happy
id83753, happy
id83754, happy
id83755, happy
id83757, happy
id83758, happy
id83759, happy
id83760, happy
id83761, happy
id83762, happy
id83763, happy
id83766, happy
id83767, happy
id83768, happy
id83769, happy
id83770, happy
id83773, happy
The hotel staff were very friendly, happy
id83776, happy
id83777, happy
id83778, happy
id83779, happy
id83780, happy
id83782, happy
My only complaint was that the airconditioner rattled all night long, happy
id83784, happy
id83787, happy
id83789, happy
id83790, happy
We would do it for convenience for traveling, happy
Really dented out enjoyment of the city, happy
The whole place kind of gave me the creeps, happy
id83797, happy
id83798, happy
id83801, happy
id83802, happy
id83803, happy
id83804, happy
id83806, happy
id83807, happy
id83810, happy
id83811, happy
id83812, happy
First the good... Design is nice, happy
Concierge had a wonderful suggestion for a restaurant where I could grab a quick bite, happy
id83816, happy
id83817, happy
To get from place to place, happy
id83821, happy
id83822, happy
Our cost, happy
id83824, happy
id83825, happy
id83826, happy
id83827, happy
id83828, happy
id83829, happy
Service was good, happy
All in all, happy
id83833, happy
Next on the list are COMFORT and CLEANLINESS. The towels and bed linens were of very good quality, happy
Another expected pleasure is the landscaped garden area behind the inn -- quite a luxury to see at this price point, happy
id83835, happy
id83837, happy
id83839, happy
id83840, happy
id83841, happy
A great idea, happy
If you are looking for a huge bling style hotel, happy
Overall a very nice hotel, happy
id83845, happy
id83846, happy
id83847, happy
id83848, happy
id83849, happy
The first night I was given a terrible room location-wise. Do NOT take a room near the front or front corners of this property, happy
The day I checked out I called the front desk to complain about my neighbors smoking on their balcony and how they had done that all day yesterday also. It virtually made the balcony unusable having to smell their drifting smoke smell. How can people smoke on a private attached-to-their-room balcony in a non-smoking hotel? The front desk lady said """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""we can't police that, happy
As long as you understand that this is not a typical bright shiny Hampton Inn, happy
Overall though, happy
id83852, happy
id83853, happy
id83855, happy
id83858, happy
It is located right next to a Target and tons of othe shopping and places to eat. And there is a Main Event right there too, happy
All in all I would definitely recommend this hotel if you are travelling on a budget and just want a base to rest your head at the end of a hectic sightseeing day however couples on Honeymoon etc wanting a bit of luxury in the city will obviously not get that here, happy
- Close to markets, happy
id83863, happy
I will recommend this hotel to all of my friends based on the cleanliness, happy
id83867, happy
id83868, happy
id83869, happy
Location, happy
id83872, happy
id83874, happy
id83875, happy
id83876, happy
id83877, happy
id83880, happy
id83881, happy
id83882, happy
id83883, happy
id83884, happy
This hotel exceeded our expectations. When traveling to Philadelphia, happy
id83887, happy
id83888, happy
id83889, happy
id83890, happy
id83891, happy
id83892, happy
id83893, happy
The rooftop bar was excellent great views, happy
id83895, happy
id83896, happy
id83898, happy
id83899, happy
Finally, happy
id83901, happy
What made this hotel really stand out for me were how valued they made us feel as guests. So often in hotels you are met with rules or are constantly being asked for your room number and being charged for extras - whereas at the Library we really felt like we were special guests, happy
I have only - minor gripes - firstly the housekeeping were a little bit too vigorous, happy
id83903, happy
id83904, happy
id83907, happy
id83908, happy
And indeed, happy
I promised I would thank Bria and Rachel, happy
id83910, happy
id83911, happy
After a restful sleep in a very comfortable bed -- with the air conditioner cooling the room -- on my first night in the hotel, happy
id83916, happy
id83917, happy
id83918, happy
id83920, happy
The location is good if you're interested in staying downtown near the Gaslamp District. However right outside the hotel, happy
id83923, happy
The rooms did not smell like smoke. The carpet was clean. The breakfast served longer hours so that was relieving. B+ Very nice stay, happy
id83926, happy
id83929, happy
id83930, happy
id83931, happy
id83932, happy
id83933, happy
id83934, happy
id83935, happy
id83936, happy
id83938, happy
If you're looking for a snazzy business or conference hotel, happy
id83941, happy
id83942, happy
id83943, happy
id83945, happy
Hotel was clean, happy
id83948, happy
id83949, happy
id83950, happy
Breakfast is some coffee, happy
id83953, happy
id83954, happy
id83955, happy
The hotel is perfectly located in the centre of San Francisco, happy
id83958, happy
My girlfriend and I had a very enjoyable stay, happy
If you are flexible on your dates, happy
id83961, happy
id83963, happy
id83964, happy
id83966, happy
id83967, happy
id83968, happy
id83969, happy
id83970, happy
id83971, happy
id83972, happy
Too get a good view you need to be on a floor above the --th. We were on the --th floor and the view was good. However, happy
id83977, happy
id83978, happy
Lowest rate I could find was off Holiday Inn website, happy
The Shelburne offers a complimentary walking kit whcih includes an iPod nano preloaded with audio tours, happy
I would stay here again in future despite the air quality of the room and the scary doll, happy
id83983, happy
The other disappointing thing was the breakfast - on Sat & Sun there's no room service until -.--am which is late, happy
id83985, happy
id83986, happy
id83987, happy
id83988, happy
id83989, happy
id83990, happy
id83991, happy
My husband and I made a reservation through Expedia for this hotel. We booked weeks ago and are leaving next week. Upon reading reviews for Whitehall, happy
Seriously Whitehall, happy
id83994, happy
Our package included a great dinner at """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""--"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""", happy
id83996, happy
We stayed for - nights and would fully recommend this hotel, happy
id83998, happy
id83999, happy
id84001, happy
id84004, happy
id84005, happy
id84008, happy
We would stay again for convenience, happy
id84011, happy
id84012, happy
id84013, happy
id84018, happy
id84020, happy
id84021, happy
id84022, happy
id84023, happy
id84025, happy
The room itself was average. We were a little unsure of what to make of the burn marks in the comforter, happy
id84031, happy
I did have to book this room at last minute, happy
I will consider staying at this property again depending on my travel situation, happy
id84035, happy
id84036, happy
id84037, happy
id84038, happy
Fitness Centre - those two words have no business being next to each other in the hotel literature. It is laughable and consists of a treadmill, happy
id84040, happy
id84041, happy
id84042, happy
id84043, happy
-. Studio was bright, happy
-. Laundromat across the street, happy
id84046, happy
Again, happy
id84052, happy
id84053, happy
id84054, happy
Great value overall, happy
id84056, happy
- Complementary hot breakfast - eggs, happy
id84058, happy
I wish we had the ability to do half-star ratings on here, happy
I would certainly recommend this hotel to anyone wanting a nice, happy
id84062, happy
id84063, happy
id84064, happy
id84065, happy
id84066, happy
id84067, happy
id84069, happy
id84070, happy
id84072, happy
Had a --- day meeting and those facilities were very good. I rated service average as the people involved in the meeting were very good, happy
id84074, happy
If you are wanting to enjoy Easton Town Center, happy
id84076, happy
id84077, happy
id84079, happy
id84080, happy
I checked in quickly and was given a smoking room as requested. The room was exceptionally clean, happy
This hotel is not fancy, happy
id84085, happy
id84086, happy
id84087, happy
id84088, happy
id84090, happy
id84091, happy
id84093, happy
id84097, happy
id84098, happy
id84101, happy
id84102, happy
Our room, happy
This is a wonderful place to enjoy the diversity of New York. Stayed in the Library Suite - which stretches the whole length of the building - has plenty of space for two and was very reasonable, happy
id84105, happy
id84107, happy
id84108, happy
The rooms are fabulous. Two room suites with a living room & bedroom and large bathroom. Again, happy
Overall, happy
id84111, happy
id84112, happy
For the price, happy
id84114, happy
We had a rental car, happy
The hotel room was spacious and clean, happy
Most importantly, happy
id84116, happy
id84117, happy
id84118, happy
id84121, happy
While the price was not the cheapest in the world, happy
id84123, happy
id84124, happy
Hotel = The breakfast and cockroach, happy
id84127, happy
I think this is what happens when a hotel gets greedy and decides to see how long they can wait before they have to do a remodel. Well, happy
id84132, happy
id84133, happy
id84134, happy
id84135, happy
id84136, happy
